land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,living_room_size,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket_km,crime_rate_index,room_size,property_value
166 sqm,148,3,2,Large,1,0,No,3.3,0,17,0,5.2,3.28,2,109429
290 sqm,248,5,4,Large,1,1,Yes,4.8,1,19,0,4.5,3.53,2,237961
123 sqm,107,1,2,Small,0,0,No,4.7,0,19,0,5.6,3.37,2,63892
236 sqm,212,4,2,Small,1,1,Yes,6.1,1,4,0,6.3,3.11,1,191801
281 sqm,281,4,3,Large,1,1,Yes,2.4,0,11,0,4.2,1.31,3,215100
206 sqm,194,3,3,Large,1,0,Yes,0.6,1,8,0,0.9,5.85,1,175631
207 sqm,193,3,4,Large,0,1,No,4.1,0,15,0,6.5,4.91,1,124251
249 sqm,213,4,3,Small,1,0,Yes,5.3,1,11,0,2.9,3.96,1,187706
237 sqm,202,3,2,Small,1,0,No,6.9,1,13,0,3.5,4.04,1,161225
275 sqm,264,5,3,Large,1,1,Yes,4.4,1,10,0,1.1,2.56,3,232783
139 sqm,133,2,3,Small,0,0,No,5.1,1,14,0,3.2,2.63,2,93824
287 sqm,256,4,4,Large,1,1,Yes,2.7,1,1,0,4.5,2.02,3,251225
233 sqm,231,3,1,Small,0,0,No,0.6,0,10,0,3.7,0.71,1,175605
330 sqm,297,5,3,Large,1,1,Yes,6.7,1,8,0,1.4,3.63,3,272619
318 sqm,312,5,4,Large,1,1,Yes,6.1,1,7,0,0.5,3.26,2,259554
270 sqm,241,5,3,Large,1,1,Yes,1.5,1,7,0,5.7,2.66,1,232418
190 sqm,166,4,5,Large,1,1,Yes,1.9,1,20,0,4.4,4.12,1,177389
135 sqm,123,1,1,Small,0,0,No,6.4,1,11,0,4.2,5.86,0,69522
127 sqm,117,1,1,Large,1,0,Yes,3.5,0,18,0,5.5,2.18,0,101395
171 sqm,166,2,2,Small,0,0,No,1.5,0,10,0,6.2,0.21,1,119988
286 sqm,279,4,2,Large,1,0,Yes,3.1,1,14,0,2.2,5.5,3,222902
510 sqm,467,7,8,Large,1,1,Yes,0.6,1,15,0,1.8,2.06,3,414311
122 sqm,107,1,2,Large,1,0,No,3.7,0,14,0,2.3,2.1,0,90744
299 sqm,275,5,4,Large,1,1,Yes,4.9,1,20,0,5.3,4.07,2,245383
167 sqm,148,3,4,Large,0,0,No,4.3,1,3,0,4.8,4.35,1,113652
289 sqm,248,5,2,Large,1,1,Yes,4.3,0,13,0,5.3,3.25,1,208973
132 sqm,121,1,1,Large,0,1,No,2.8,0,9,0,5.2,2.63,1,96200
316 sqm,313,6,5,Large,1,1,Yes,1.2,1,12,0,6.6,2.94,2,268128
233 sqm,199,5,4,Large,1,1,Yes,6.3,1,14,0,0.3,2.63,1,205852
344 sqm,299,5,2,Large,1,1,Yes,3.8,1,7,0,6.3,1.89,1,290845
197 sqm,185,3,3,Large,1,0,No,3.1,0,3,0,5.1,3.72,2,141219
252 sqm,233,4,3,Large,1,1,Yes,0.4,1,17,0,6.9,4.44,3,207518
226 sqm,209,3,3,Large,0,0,No,1.2,0,22,0,5.2,4.95,2,140252
166 sqm,158,3,3,Large,0,0,No,4.6,0,21,0,3.4,5.01,2,96912
237 sqm,229,5,5,Large,1,0,Yes,1.3,1,13,0,5.6,2.85,1,209313
300 sqm,298,5,5,Large,0,0,Yes,2.4,1,4,0,4.7,2.84,3,251915
285 sqm,280,5,5,Large,1,1,Yes,3.5,1,13,1,4.9,1.45,3,274409
281 sqm,251,4,5,Small,1,1,Yes,4.6,0,14,0,5.2,3.97,3,207415
346 sqm,303,5,4,Large,1,1,Yes,1.4,1,4,0,1.9,4.27,1,296701
234 sqm,219,4,5,Large,1,1,No,6.7,0,9,0,0.8,0.07,1,178896
350 sqm,317,6,5,Large,1,1,Yes,5.8,1,1,0,2.9,1.39,3,291287
121 sqm,107,2,3,Large,0,0,No,0.2,1,8,0,4.3,3.03,0,100362
187 sqm,160,2,1,Large,1,1,No,1.8,0,4,0,6.8,0.7,2,157190
136 sqm,122,1,1,Small,0,0,No,1.6,0,20,0,2.5,5.47,1,82026
200 sqm,177,3,2,Large,0,1,No,0.4,1,22,0,3.5,0.27,2,182140
252 sqm,234,4,3,Large,1,1,Yes,2.5,1,16,0,4.5,4.14,3,204986
289 sqm,246,4,3,Small,1,1,Yes,4.2,1,4,0,6.3,2.04,3,253308
305 sqm,268,5,4,Large,1,1,Yes,6.8,1,17,0,6.7,1.26,1,255654
210 sqm,186,3,4,Small,1,1,No,2.7,1,14,0,0.2,2.72,1,178649
337 sqm,299,5,5,Large,1,1,Yes,0.3,1,15,0,3.3,3.53,3,288823
420 sqm,416,7,6,Large,1,1,Yes,2.9,1,3,0,2.6,2.65,3,348357
140 sqm,130,1,1,Small,1,0,Yes,4.8,0,7,0,0.5,1.79,1,123057
545 sqm,505,7,6,Large,1,1,Yes,0.1,1,22,0,6.1,2.52,2,444936
290 sqm,282,4,4,Large,1,0,No,2.9,1,14,0,5.8,5.95,1,211655
270 sqm,251,4,2,Large,1,0,Yes,6.4,1,3,0,3.1,0.7,3,225627
138 sqm,131,2,3,Small,0,0,No,3.3,1,1,0,4.4,5.27,2,90089
181 sqm,173,2,1,Small,1,0,No,0.3,0,6,0,1.4,4.12,2,141028
489 sqm,441,7,6,Large,1,1,Yes,2.3,1,7,0,1.1,5.68,2,399838
244 sqm,229,4,5,Large,1,1,Yes,0.1,1,16,0,5.3,3.98,3,221411
168 sqm,165,2,1,Small,0,0,No,3.3,0,7,0,0.6,4.3,2,108727
286 sqm,250,4,2,Large,1,1,No,6.7,1,2,0,0.7,3.99,3,236998
269 sqm,232,5,3,Large,1,1,Yes,4.4,1,12,0,1.2,0.88,3,234983
247 sqm,239,5,5,Large,1,0,Yes,3.7,1,3,0,2.3,2.31,2,221781
319 sqm,316,5,3,Small,1,1,Yes,1.7,1,10,0,3.7,3.89,1,257521
193 sqm,169,3,4,Large,1,1,No,6.5,1,18,0,5.7,1.22,2,165833
154 sqm,151,2,1,Large,0,1,No,1.8,0,3,0,4.3,2.2,0,106452
225 sqm,224,4,2,Large,0,1,No,0.8,1,11,0,6.9,2.93,2,176020
238 sqm,231,4,5,Large,1,1,Yes,3.5,1,8,0,5.5,0.54,3,209209
266 sqm,232,4,2,Large,1,1,Yes,1.8,1,20,0,0.1,3.32,3,237358
105 sqm,96,1,2,Small,1,0,No,2.6,0,11,1,5.5,5.38,2,70208
230 sqm,196,4,3,Large,1,1,Yes,1.8,1,14,0,5.2,0.32,2,219054
219 sqm,187,4,5,Small,1,1,No,6.6,1,9,0,2.1,5.12,1,168281
307 sqm,302,6,6,Large,1,1,Yes,3.8,1,14,0,1.4,0.96,3,266600
240 sqm,240,4,2,Large,0,1,No,6.3,1,21,0,3.1,0.56,3,180489
239 sqm,221,4,3,Large,1,1,Yes,1.2,0,7,0,2.9,3.56,2,197023
290 sqm,258,4,3,Large,1,0,Yes,0.6,1,11,0,0.5,2.04,2,266564
177 sqm,156,2,1,Small,0,1,No,2.2,0,16,0,1.2,5.43,0,107677
175 sqm,167,3,1,Large,1,0,No,5.4,1,15,0,3.3,3.18,1,132498
210 sqm,208,4,2,Large,0,1,Yes,0.7,1,14,0,5.6,4.1,1,171695
255 sqm,246,4,2,Large,1,0,No,4.9,1,20,1,5.7,2.89,2,220238
235 sqm,221,3,1,Large,1,0,Yes,0.5,0,19,0,5.8,1.26,2,192930
185 sqm,175,3,1,Large,0,0,Yes,3.1,1,14,0,2.3,3.9,2,159727
210 sqm,185,4,2,Small,1,1,Yes,2.2,1,13,0,1.7,1.5,3,188233
232 sqm,223,4,3,Large,1,1,Yes,5.7,1,16,0,5.2,2.56,1,199405
536 sqm,490,7,5,Large,1,1,Yes,5.4,1,19,0,3.9,0.13,3,424672
166 sqm,165,2,2,Small,0,0,Yes,3.4,0,14,0,4.5,5.65,1,108687
134 sqm,115,2,1,Large,1,0,No,3.4,0,22,0,5.5,5.88,2,76346
308 sqm,263,4,2,Large,1,1,Yes,0.3,1,5,0,3.3,0.11,1,283026
240 sqm,220,5,4,Large,1,1,Yes,4.3,1,10,0,0.7,3.78,3,203265
289 sqm,252,4,2,Large,1,0,No,3.1,1,2,1,6.9,3.6,3,237746
136 sqm,124,1,2,Large,1,1,No,0.9,0,7,1,1.1,5.99,0,120148
255 sqm,222,5,5,Large,1,1,Yes,3.9,1,2,0,1.7,3.59,1,232429
200 sqm,184,4,3,Large,1,1,Yes,1.9,1,1,0,4.3,1.38,3,194753
213 sqm,198,4,5,Large,1,1,No,3.9,1,18,0,0.7,5.27,2,161179
276 sqm,249,4,2,Large,1,1,Yes,0.7,1,10,0,1.1,5.37,2,249846
289 sqm,247,4,4,Large,1,1,Yes,4.9,1,14,0,0.1,1.67,1,254176
309 sqm,290,5,4,Large,1,1,Yes,6.4,1,18,0,6.1,3.53,3,245463
220 sqm,204,3,3,Large,1,0,No,1.2,1,5,0,6.3,1.36,2,188621
249 sqm,248,5,4,Large,1,1,Yes,0.6,1,3,0,0.4,0.02,1,238220
123 sqm,120,1,1,Large,0,0,No,4.2,1,8,0,1.1,0.34,0,100237
104 sqm,89,1,2,Small,0,1,No,2.4,0,16,0,3.1,3.01,2,79997
221 sqm,197,3,3,Small,0,1,No,1.1,0,18,0,1.3,3.37,1,156801
302 sqm,287,4,5,Small,1,0,Yes,3.1,1,16,0,3.7,4.59,2,238507
196 sqm,187,3,3,Large,0,1,No,6.3,0,2,0,2.5,4.93,2,134522
431 sqm,413,7,5,Large,1,1,Yes,0.7,1,21,0,3.5,2.3,2,358595
205 sqm,203,4,3,Large,1,0,Yes,2.1,0,1,0,4.9,3.93,2,171196
111 sqm,104,1,1,Large,1,1,No,5.9,0,17,0,2.9,0.66,1,83419
233 sqm,200,3,4,Large,1,1,No,6.9,1,19,0,5.7,5.48,1,168576
298 sqm,290,4,3,Large,1,1,Yes,2.2,1,2,0,1.2,1.91,3,265472
314 sqm,303,6,4,Small,1,1,Yes,4.6,1,4,1,2.4,4.97,3,282448
164 sqm,145,3,2,Large,1,0,Yes,5.6,0,10,0,6.3,1.26,1,130487
135 sqm,119,1,2,Large,0,0,No,4.4,0,19,0,3.1,5.54,1,70774
232 sqm,198,5,4,Large,1,1,Yes,3.3,1,20,0,6.8,1.29,3,201559
201 sqm,183,4,5,Large,1,1,Yes,6.2,1,18,0,5.9,2.15,2,173533
468 sqm,434,6,6,Large,1,1,No,3.8,1,3,0,6.9,1.27,3,364133
132 sqm,124,1,2,Small,0,0,No,4.7,0,7,0,2.3,0.95,2,96422
177 sqm,170,2,1,Small,1,1,No,6.2,0,2,0,2.7,4.31,2,114790
123 sqm,123,2,1,Small,0,0,Yes,3.5,1,12,0,3.8,2.4,2,100286
159 sqm,151,2,3,Large,1,0,No,6.8,0,17,0,1.1,4.95,2,97728
622 sqm,584,8,9,Large,1,1,Yes,5.3,1,16,0,5.4,5.31,2,471351
174 sqm,163,3,4,Small,0,1,No,2.4,1,18,0,1.8,0.76,1,145544
267 sqm,251,4,5,Large,1,1,Yes,2.1,0,13,1,6.2,2.03,1,248940
236 sqm,207,4,3,Large,1,1,Yes,5.1,1,8,0,4.2,0.42,1,217065
224 sqm,200,3,4,Large,0,1,No,2.7,0,7,0,0.4,3.88,2,162931
120 sqm,108,1,1,Large,1,0,No,6.5,0,20,0,3.9,0.72,1,86087
280 sqm,276,4,3,Large,1,1,Yes,3.7,1,22,0,2.7,3.74,2,231521
527 sqm,458,7,6,Large,1,1,Yes,6.9,0,13,0,1.1,2.24,2,374997
159 sqm,147,3,1,Small,1,1,No,4.9,0,14,0,6.6,0.03,2,125435
230 sqm,205,4,2,Large,1,1,Yes,1.5,1,6,0,5.2,3.28,1,208653
222 sqm,210,3,3,Small,1,0,Yes,1.4,0,6,0,2.5,3.23,2,174580
225 sqm,210,4,4,Large,1,0,Yes,1.6,1,16,0,1.5,3.39,2,198820
110 sqm,105,1,1,Small,0,0,No,1.6,1,22,0,5.2,0.72,1,89980
280 sqm,265,4,2,Large,1,1,No,6.8,1,21,0,0.8,1.4,3,214594
148 sqm,127,1,1,Large,1,0,No,1.6,0,2,0,2.2,3.27,0,107778
315 sqm,302,5,3,Large,1,1,Yes,3.9,1,16,0,2.9,0.02,3,268103
112 sqm,101,1,1,Large,1,0,No,3.3,1,11,0,6.6,5.59,0,67507
130 sqm,112,2,1,Large,1,0,No,1.9,0,12,0,5.5,1.42,0,99139
219 sqm,201,4,2,Large,1,1,Yes,2.3,1,11,0,2.1,4.9,2,198688
192 sqm,185,4,5,Large,1,1,Yes,3.5,1,11,0,6.8,0.45,2,177965
126 sqm,119,1,2,Large,0,0,No,5.8,0,6,0,6.7,5.81,1,63714
289 sqm,263,4,2,Small,1,1,Yes,6.2,1,3,0,5.7,1.5,3,246931
322 sqm,318,5,5,Large,0,1,Yes,2.7,1,1,0,2.7,3.02,2,270197
165 sqm,157,2,1,Large,0,0,No,0.9,0,14,0,1.8,2.17,0,125390
339 sqm,297,6,7,Large,1,1,Yes,1.4,1,8,0,4.9,4.14,3,291190
190 sqm,165,3,4,Large,1,0,No,2.3,0,10,0,4.6,5.3,1,124063
257 sqm,239,4,2,Small,1,1,Yes,4.5,1,13,0,5.5,0.29,2,229460
198 sqm,189,4,3,Large,1,1,No,6.9,1,19,0,3.1,0.73,2,158817
273 sqm,271,4,3,Large,1,1,Yes,6.9,1,15,0,5.9,2.69,3,212769
279 sqm,267,4,2,Large,1,1,Yes,4.1,1,4,0,3.1,0.37,3,246752
148 sqm,132,1,1,Large,1,0,No,3.7,0,11,0,5.2,4.76,0,87109
167 sqm,157,2,3,Large,0,0,Yes,1.6,0,11,0,6.6,5.18,2,128504
209 sqm,197,3,4,Small,1,0,No,3.6,0,6,0,6.5,2.68,1,141851
210 sqm,198,3,3,Small,1,1,No,6.5,0,15,0,5.6,0.27,2,151635
347 sqm,315,5,3,Large,1,1,Yes,0.9,1,14,0,0.7,0.66,1,311616
143 sqm,138,1,2,Small,0,1,No,1.2,0,21,0,4.9,4.62,2,92913
151 sqm,150,2,1,Small,0,0,No,6.5,0,4,0,5.8,4.42,2,94605
214 sqm,208,4,2,Large,1,1,Yes,6.7,1,22,0,2.7,4.83,3,159570
309 sqm,285,4,2,Large,1,0,Yes,0.2,1,21,0,2.6,4.25,2,268016
216 sqm,214,3,4,Large,0,0,No,1.5,1,7,0,4.5,4.49,2,170631
156 sqm,136,3,2,Small,1,1,No,3.3,1,16,0,4.9,1.99,2,137517
253 sqm,222,4,2,Small,1,1,Yes,6.5,1,5,0,4.6,1.11,2,224983
113 sqm,109,1,1,Small,0,1,No,0.4,0,2,0,6.8,5.04,2,88146
151 sqm,150,3,2,Large,0,1,No,6.6,0,19,0,2.8,2.28,1,97175
103 sqm,91,1,1,Large,0,1,No,5.3,0,1,0,2.5,0.35,1,82025
108 sqm,106,1,1,Large,0,0,No,2.4,0,17,0,3.9,5.01,0,61255
195 sqm,194,4,3,Large,1,1,Yes,4.8,1,22,0,4.4,3.17,1,159682
280 sqm,261,4,2,Large,1,1,Yes,0.6,1,10,1,0.9,3.8,1,274797
193 sqm,192,4,3,Large,1,1,Yes,1.2,1,2,0,1.1,2.51,1,181595
277 sqm,253,4,5,Large,1,1,Yes,4.1,1,6,0,3.3,1.75,3,236647
105 sqm,95,1,1,Large,0,0,No,3.1,0,17,0,4.4,2.92,2,69826
310 sqm,300,5,4,Large,1,1,Yes,6.9,1,1,0,0.1,0.33,2,285622
324 sqm,318,6,4,Large,1,1,Yes,0.9,1,19,0,2.8,0.12,3,285295
334 sqm,325,6,4,Large,1,1,Yes,4.7,1,7,0,2.8,3.86,3,269944
484 sqm,460,7,8,Large,1,1,Yes,4.9,1,6,0,6.7,3.83,3,389766
135 sqm,135,1,1,Small,0,0,No,6.6,0,7,0,0.4,3.62,2,91574
235 sqm,223,3,3,Small,1,1,No,0.2,0,13,0,4.2,1.64,1,186149
189 sqm,176,3,1,Large,0,0,No,5.5,0,2,0,0.9,5.25,3,116755
228 sqm,204,4,5,Large,1,1,Yes,2.3,1,3,0,4.5,0.45,1,215501
196 sqm,169,3,2,Small,0,1,No,4.7,0,22,0,6.4,3.93,1,119718
268 sqm,265,4,2,Large,0,1,No,0.5,1,11,0,6.6,4.14,2,214602
237 sqm,203,4,3,Large,1,1,Yes,3.2,1,9,0,0.9,4.04,1,211385
207 sqm,178,4,2,Large,1,1,Yes,2.6,1,3,0,1.1,3.23,1,197613
285 sqm,245,4,4,Small,1,0,Yes,2.4,1,13,0,3.5,3.54,2,227668
303 sqm,263,4,2,Small,1,0,Yes,3.7,1,2,0,1.7,0.3,2,271686
242 sqm,235,5,4,Small,1,1,Yes,0.4,1,3,0,0.8,2.96,3,227046
289 sqm,283,4,2,Large,1,1,No,6.7,1,12,0,0.7,0.62,1,233832
136 sqm,127,1,1,Small,1,0,No,3.1,0,16,0,0.4,3.96,2,93953
152 sqm,145,3,1,Large,0,0,Yes,6.3,0,15,0,0.4,4.2,3,113409
205 sqm,200,4,2,Large,1,1,Yes,4.3,0,1,0,0.7,0.25,1,183841
308 sqm,263,5,5,Large,1,1,Yes,3.6,1,3,0,3.6,4.8,3,257483
472 sqm,464,8,7,Large,1,1,Yes,2.9,1,1,0,1.9,4.6,3,377641
190 sqm,173,4,2,Large,1,0,Yes,1.1,1,5,0,3.3,3.38,1,160592
500 sqm,456,7,4,Large,1,1,Yes,3.6,1,15,0,2.6,2.58,3,391679
154 sqm,134,3,2,Large,1,0,Yes,0.6,0,10,0,3.1,4.69,3,123269
227 sqm,194,3,2,Large,1,1,No,5.7,0,10,0,5.9,5.53,1,149935
237 sqm,216,4,4,Large,1,1,Yes,2.3,1,22,0,1.9,5.98,3,194025
265 sqm,256,5,3,Large,1,1,Yes,3.3,1,13,0,6.8,4.96,3,204150
173 sqm,150,2,1,Small,1,0,No,0.3,1,2,0,3.7,5.94,1,133658
163 sqm,156,2,3,Small,1,0,Yes,6.4,0,6,0,4.5,2.6,0,129025
433 sqm,390,7,7,Large,1,1,Yes,6.4,1,21,0,0.8,1.39,3,346757
157 sqm,151,3,1,Large,0,0,No,3.6,1,12,0,5.1,4.07,1,110144
417 sqm,358,6,4,Large,1,1,Yes,0.9,1,12,1,1.2,2.76,3,394438
132 sqm,120,2,1,Small,1,0,No,0.7,0,17,0,3.9,3.14,2,100081
106 sqm,104,1,1,Large,0,0,No,2.9,0,20,0,0.1,2.42,1,70500
129 sqm,123,1,1,Small,0,0,No,3.4,1,16,0,1.2,2.73,1,94044
182 sqm,173,3,3,Large,0,0,Yes,5.1,0,16,0,1.6,1.98,1,139537
268 sqm,240,4,2,Large,1,0,Yes,5.9,0,12,0,2.2,4.83,3,182743
262 sqm,225,4,3,Large,1,1,Yes,5.3,1,7,1,6.7,1.86,1,255162
406 sqm,400,6,5,Large,1,1,Yes,0.3,1,20,0,4.1,1.1,3,338619
781 sqm,727,8,9,Large,1,1,Yes,4.2,1,5,0,4.1,1.13,2,631783
214 sqm,202,3,4,Large,1,0,Yes,4.2,0,21,0,1.5,0.19,2,173578
345 sqm,319,5,5,Large,1,1,Yes,5.6,0,15,0,4.3,3.38,1,250129
796 sqm,692,8,9,Large,1,1,Yes,0.3,1,16,0,5.3,3.4,3,609388
457 sqm,429,6,4,Large,1,1,Yes,6.8,1,22,1,3.4,0.61,3,404608
300 sqm,286,6,6,Large,1,1,Yes,5.5,1,3,0,4.6,1.97,2,276707
117 sqm,114,1,2,Small,0,0,No,2.6,0,8,0,4.3,4.55,1,73116
215 sqm,210,3,2,Large,0,0,Yes,1.4,1,18,0,3.1,4.3,2,177369
224 sqm,217,3,4,Small,0,0,Yes,4.6,1,20,0,2.4,3.17,3,169802
282 sqm,253,4,4,Large,1,1,No,1.5,0,2,0,0.9,2.73,2,220932
213 sqm,213,4,5,Large,0,0,Yes,1.6,1,1,0,6.7,4.26,3,176820
357 sqm,339,5,5,Large,1,1,Yes,5.7,1,18,0,2.5,2.7,3,279558
349 sqm,345,5,3,Large,0,1,Yes,4.6,1,5,0,6.9,3.59,2,286256
293 sqm,272,5,5,Large,1,1,Yes,0.4,1,1,0,4.5,5.28,2,254490
462 sqm,442,7,6,Large,1,1,Yes,4.9,1,16,1,6.5,0.05,3,419709
146 sqm,146,2,1,Small,0,0,Yes,3.7,0,4,1,5.5,2.41,0,122098
302 sqm,285,5,5,Large,1,1,Yes,5.4,1,6,0,4.9,4.39,3,239309
312 sqm,298,5,3,Large,1,1,Yes,1.6,1,7,0,5.3,0.11,1,279961
152 sqm,149,3,3,Large,0,0,Yes,2.3,0,21,0,0.5,0.07,2,140753
284 sqm,261,4,2,Large,1,1,No,2.3,0,8,0,0.2,2.15,2,221542
284 sqm,254,4,5,Large,1,1,Yes,1.8,0,16,0,2.7,1.16,3,218640
211 sqm,203,3,1,Small,1,0,No,5.5,1,3,0,2.7,4.53,2,148832
493 sqm,480,7,4,Large,1,1,Yes,4.3,1,21,0,3.7,1.11,2,391585
295 sqm,272,4,5,Large,1,1,Yes,2.4,1,5,0,5.3,0.58,2,279870
243 sqm,237,4,4,Small,1,1,Yes,3.1,1,18,0,1.4,5.69,2,196160
296 sqm,283,4,2,Large,1,1,No,6.1,1,22,0,4.1,4.59,1,206467
144 sqm,129,1,1,Small,0,0,No,6.8,1,18,0,6.6,3.16,1,88739
244 sqm,235,4,5,Large,1,0,Yes,5.2,1,22,0,2.1,5.38,3,173120
231 sqm,199,5,3,Large,1,0,Yes,2.1,1,7,0,1.9,2.8,2,209983
311 sqm,286,5,5,Large,1,1,Yes,0.1,1,9,0,3.3,3.92,1,283818
237 sqm,225,4,4,Large,1,1,Yes,1.6,1,13,0,0.4,4.36,3,196676
232 sqm,209,3,3,Large,1,0,No,3.7,1,22,0,2.1,3.77,2,174543
413 sqm,374,6,7,Large,1,1,Yes,2.3,1,7,0,6.8,4.07,3,332251
177 sqm,172,3,2,Large,0,0,Yes,6.8,0,20,0,4.5,1.1,2,126131
256 sqm,244,4,3,Large,1,1,Yes,6.1,1,3,1,6.8,0.83,3,246178
300 sqm,277,4,5,Small,1,1,Yes,4.6,0,7,0,2.5,2.33,1,234706
118 sqm,113,1,2,Large,0,0,No,6.5,0,3,1,5.6,4.67,0,66959
187 sqm,177,3,2,Small,0,0,No,2.6,1,1,0,5.3,3.51,3,134959
283 sqm,261,4,4,Large,1,1,Yes,3.2,1,12,0,6.4,4.28,1,229396
320 sqm,309,5,3,Large,1,1,No,0.5,1,4,0,2.3,3.55,1,263371
410 sqm,373,6,5,Large,1,1,Yes,1.1,1,8,0,0.2,4.13,2,350533
308 sqm,272,4,4,Large,1,1,No,0.3,1,5,0,1.7,0.61,2,285527
169 sqm,152,3,2,Small,1,0,Yes,1.9,0,11,0,3.5,3.64,1,135946
353 sqm,304,6,4,Large,1,1,Yes,1.8,1,11,0,2.1,4.04,2,303836
131 sqm,117,1,1,Small,0,0,No,6.2,0,1,0,4.9,4.51,0,72113
299 sqm,275,4,3,Small,1,1,Yes,1.3,1,13,0,0.3,0.93,2,274969
499 sqm,487,7,7,Large,1,1,Yes,0.1,1,15,0,4.7,3.52,2,415960
289 sqm,289,5,4,Large,1,0,Yes,6.4,1,8,0,2.5,4.55,2,239916
205 sqm,194,4,2,Small,1,0,Yes,4.7,0,1,0,5.8,3.63,2,159730
115 sqm,104,1,1,Small,1,0,No,5.6,0,7,0,0.8,2.66,0,76838
156 sqm,136,3,3,Large,0,1,No,5.4,1,1,0,6.1,5.18,3,116958
274 sqm,270,5,4,Small,0,0,Yes,6.2,1,8,0,2.3,2.41,1,211592
140 sqm,122,1,1,Small,0,0,No,0.3,0,9,0,0.4,3.58,0,98193
106 sqm,95,1,2,Large,0,0,Yes,0.6,0,5,0,2.5,3.82,2,93649
140 sqm,136,2,1,Small,0,0,Yes,1.6,0,3,0,1.4,4.29,3,104880
164 sqm,143,3,4,Small,0,1,No,1.5,1,9,0,1.3,5.61,1,124024
303 sqm,262,5,4,Large,1,1,Yes,6.8,1,21,0,2.6,5.3,2,248552
176 sqm,156,3,2,Small,1,0,No,1.8,1,21,0,0.4,1.45,3,143998
160 sqm,148,2,1,Small,0,0,No,3.8,0,9,0,6.8,1.78,0,104759
265 sqm,248,4,5,Large,1,1,Yes,3.8,1,19,0,1.6,1.45,2,231842
273 sqm,254,5,2,Large,1,1,Yes,4.6,1,2,0,2.6,1.46,3,231388
100 sqm,94,1,2,Small,1,0,No,3.3,1,9,0,3.6,1.76,2,82262
179 sqm,165,2,2,Large,1,1,No,4.2,0,6,0,3.2,1.52,2,141519
220 sqm,210,3,2,Large,1,1,No,1.2,0,5,0,6.4,3.1,3,165843
295 sqm,281,4,5,Small,1,1,Yes,3.3,1,18,0,2.9,4.77,1,236607
173 sqm,148,3,2,Small,1,0,No,4.6,0,21,0,5.7,5.75,1,87564
313 sqm,301,5,5,Large,1,1,Yes,1.1,1,19,0,1.1,1.18,2,280290
271 sqm,238,4,2,Small,1,1,Yes,5.3,1,2,0,1.9,4.64,2,241445
273 sqm,254,5,5,Large,1,1,Yes,0.3,1,17,0,1.8,2.71,1,250214
389 sqm,370,6,5,Large,1,1,Yes,4.6,0,22,0,6.2,1.56,3,274724
222 sqm,212,4,2,Large,1,0,No,0.6,0,9,0,2.6,5.67,3,151581
116 sqm,112,1,2,Large,0,0,No,0.4,0,18,0,3.6,1.67,0,91556
278 sqm,270,4,4,Small,1,0,No,1.3,1,8,0,0.3,2.86,3,223753
278 sqm,242,5,3,Large,1,1,Yes,2.1,0,21,0,3.6,0.27,2,227346
144 sqm,133,2,2,Small,1,0,No,4.6,0,10,0,2.7,2.17,3,92487
156 sqm,135,3,3,Large,1,0,Yes,2.6,1,14,0,4.7,1.1,2,152127
591 sqm,512,7,7,Large,1,1,Yes,6.1,1,3,0,4.3,2.66,2,508573
251 sqm,236,5,4,Large,1,1,Yes,3.8,1,12,0,4.7,4.89,3,203550
154 sqm,150,3,1,Large,0,0,No,6.4,1,2,0,6.2,2.83,2,111144
277 sqm,247,5,2,Large,1,1,Yes,4.1,0,15,0,1.2,3.57,3,206205
263 sqm,243,4,3,Large,1,1,No,6.6,0,15,0,3.9,0.56,3,183052
351 sqm,312,5,2,Large,1,1,Yes,6.5,0,10,0,4.1,1.25,2,267567
332 sqm,298,5,4,Large,1,1,Yes,5.6,1,11,0,5.9,3.04,1,272443
552 sqm,552,8,5,Large,1,1,Yes,3.9,1,20,0,3.9,3.14,3,423546
163 sqm,162,3,3,Large,0,0,No,1.3,1,21,0,0.5,2.15,1,129875
174 sqm,161,3,2,Large,1,0,No,0.7,1,1,0,3.6,0.27,3,156074
255 sqm,226,4,5,Large,1,1,Yes,0.7,1,6,0,5.8,3.92,3,231948
296 sqm,257,5,3,Large,1,1,Yes,2.1,1,12,0,1.5,5.71,1,241486
229 sqm,227,4,5,Large,0,1,No,0.9,1,14,0,4.9,4.22,1,172652
163 sqm,143,3,1,Small,1,0,No,3.4,0,18,0,2.5,3.39,3,101574
191 sqm,179,3,1,Small,0,0,No,0.2,0,14,0,2.6,0.58,2,151097
255 sqm,224,5,3,Large,1,1,Yes,4.2,1,20,1,3.2,3.86,2,246763
304 sqm,270,5,2,Large,1,1,No,0.5,1,19,1,6.6,1.71,3,273321
189 sqm,175,2,1,Small,1,0,No,2.3,0,14,0,5.1,0.7,3,135280
241 sqm,218,4,5,Large,1,1,No,0.1,1,15,0,2.4,4.02,3,199570
204 sqm,191,4,4,Large,1,1,Yes,2.8,1,9,0,3.5,0.8,3,194488
190 sqm,183,4,4,Large,1,1,Yes,3.2,1,13,0,5.1,4.21,1,164925
231 sqm,219,4,4,Large,1,1,Yes,3.2,0,22,0,4.3,0.95,3,179475
